Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,literacy_category,literacy_level,info
Philippines,1990,All genders,15-24 year olds,Percent,96.57808,High,Satisfactory,Philippines - Satisfactory
Philippines,2000,All genders,15-24 year olds,Percent,95.08975,High,Satisfactory,Philippines - Satisfactory
Philippines,2003,All genders,15-24 year olds,Percent,95.05721,High,Satisfactory,Philippines - Satisfactory
Philippines,2003,Male,15-24 year olds,Percent,93.5783,High,Satisfactory,Philippines - Satisfactory
Philippines,2008,Male,15-24 year olds,Percent,97.01995,High,Satisfactory,Philippines - Satisfactory
Philippines,2013,Male,15-24 year olds,Percent,97.42543,High,Satisfactory,Philippines - Satisfactory
Philippines,2015,Male,15-24 year olds,Percent,97.54827,High,Satisfactory,Philippines - Satisfactory
Philippines,1980,Male,15-24 year olds,Percent,91.06331,High,Satisfactory,Philippines - Satisfactory
Philippines,1990,Male,15-24 year olds,Percent,96.27673,High,Satisfactory,Philippines - Satisfactory
Philippines,2000,Male,15-24 year olds,Percent,94.45826,High,Satisfactory,Philippines - Satisfactory
Philippines,1980,Female,15-24 year olds,Percent,92.46903,High,Satisfactory,Philippines - Satisfactory
Philippines,1990,Female,15-24 year olds,Percent,96.87774,High,Satisfactory,Philippines - Satisfactory
Philippines,2000,Female,15-24 year olds,Percent,95.72028,High,Satisfactory,Philippines - Satisfactory
Philippines,2003,Female,15-24 year olds,Percent,96.58059,High,Satisfactory,Philippines - Satisfactory
Philippines,2008,Female,15-24 year olds,Percent,98.49152,High,Satisfactory,Philippines - Satisfactory
Philippines,2013,Female,15-24 year olds,Percent,98.81543,High,Satisfactory,Philippines - Satisfactory
Philippines,2015,Female,15-24 year olds,Percent,98.93222,High,Satisfactory,Philippines - Satisfactory
Philippines,2008,All genders,15-24 year olds,Percent,97.7508,High,Satisfactory,Philippines - Satisfactory
Philippines,2013,All genders,15-24 year olds,Percent,98.10835,High,Satisfactory,Philippines - Satisfactory
Philippines,2015,All genders,15-24 year olds,Percent,98.22383,High,Satisfactory,Philippines - Satisfactory
Poland,1978,All genders,15-24 year olds,Percent,99.79683,High,Satisfactory,Poland - Satisfactory
Poland,1994,All genders,15-24 year olds,Percent,99.99918,High,Satisfactory,Poland - Satisfactory
Poland,2004,All genders,15-24 year olds,Percent,99.99986,High,Satisfactory,Poland - Satisfactory
Poland,1978,Female,15-24 year olds,Percent,99.81581,High,Satisfactory,Poland - Satisfactory
Poland,1994,Female,15-24 year olds,Percent,99.99925,High,Satisfactory,Poland - Satisfactory
Poland,2004,Female,15-24 year olds,Percent,99.99987,High,Satisfactory,Poland - Satisfactory
Poland,2014,Female,15-24 year olds,Percent,99.99998,High,Satisfactory,Poland - Satisfactory
Poland,2015,Female,15-24 year olds,Percent,99.99998,High,Satisfactory,Poland - Satisfactory
Poland,1978,Male,15-24 year olds,Percent,99.77874,High,Satisfactory,Poland - Satisfactory
Poland,1994,Male,15-24 year olds,Percent,99.99911,High,Satisfactory,Poland - Satisfactory
Poland,2004,Male,15-24 year olds,Percent,99.99984,High,Satisfactory,Poland - Satisfactory
Poland,2014,Male,15-24 year olds,Percent,99.99997,High,Satisfactory,Poland - Satisfactory
Poland,2015,Male,15-24 year olds,Percent,99.99998,High,Satisfactory,Poland - Satisfactory
Poland,2014,All genders,15-24 year olds,Percent,99.99997,High,Satisfactory,Poland - Satisfactory
Poland,2015,All genders,15-24 year olds,Percent,99.99998,High,Satisfactory,Poland - Satisfactory
Portugal,1981,Female,15-24 year olds,Percent,98.22211,High,Satisfactory,Portugal - Satisfactory
Portugal,1991,Female,15-24 year olds,Percent,99.25787,High,Satisfactory,Portugal - Satisfactory
Portugal,2011,Female,15-24 year olds,Percent,99.47964,High,Satisfactory,Portugal - Satisfactory
Portugal,2015,Female,15-24 year olds,Percent,99.63111,High,Satisfactory,Portugal - Satisfactory
Portugal,1981,Male,15-24 year olds,Percent,97.66432,High,Satisfactory,Portugal - Satisfactory
Portugal,1991,Male,15-24 year olds,Percent,99.14246,High,Satisfactory,Portugal - Satisfactory
Portugal,2011,Male,15-24 year olds,Percent,99.3918,High,Satisfactory,Portugal - Satisfactory
Portugal,2015,Male,15-24 year olds,Percent,99.54968,High,Satisfactory,Portugal - Satisfactory
Portugal,1981,All genders,15-24 year olds,Percent,97.94135,High,Satisfactory,Portugal - Satisfactory
Portugal,1991,All genders,15-24 year olds,Percent,99.19949,High,Satisfactory,Portugal - Satisfactory
Portugal,2011,All genders,15-24 year olds,Percent,99.43512,High,Satisfactory,Portugal - Satisfactory
Portugal,2015,All genders,15-24 year olds,Percent,99.59058,High,Satisfactory,Portugal - Satisfactory
Puerto Rico,2015,All genders,15-24 year olds,Percent,99.06171,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,1990,All genders,15-24 year olds,Percent,93.16688,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2004,All genders,15-24 year olds,Percent,88.69657,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2010,All genders,15-24 year olds,Percent,98.83418,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2010,Male,15-24 year olds,Percent,98.81458,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2015,Male,15-24 year olds,Percent,99.06056,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,1980,Female,15-24 year olds,Percent,94.39736,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,1990,Female,15-24 year olds,Percent,94.11213,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2004,Female,15-24 year olds,Percent,89.30752,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2010,Female,15-24 year olds,Percent,98.85419,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2015,Female,15-24 year olds,Percent,99.06292,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,1980,Male,15-24 year olds,Percent,93.01827,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,1990,Male,15-24 year olds,Percent,92.2239,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,2004,Male,15-24 year olds,Percent,88.09477,High,Satisfactory,Puerto Rico - Satisfactory
Puerto Rico,1980,All genders,15-24 year olds,Percent,93.74586,High,Satisfactory,Puerto Rico - Satisfactory
Qatar,1986,Male,15-24 year olds,Percent,88.5273,High,Satisfactory,Qatar - Satisfactory
Qatar,1997,Male,15-24 year olds,Percent,94.12276,High,Satisfactory,Qatar - Satisfactory
Qatar,2004,Male,15-24 year olds,Percent,94.88588,High,Satisfactory,Qatar - Satisfactory
Qatar,2007,Male,15-24 year olds,Percent,99.09516,High,Satisfactory,Qatar - Satisfactory
Qatar,2008,Male,15-24 year olds,Percent,95.31861,High,Satisfactory,Qatar - Satisfactory
Qatar,2009,Male,15-24 year olds,Percent,97.70183,High,Satisfactory,Qatar - Satisfactory
Qatar,2010,Male,15-24 year olds,Percent,96.32373,High,Satisfactory,Qatar - Satisfactory
Qatar,2011,Male,15-24 year olds,Percent,97.57916,High,Satisfactory,Qatar - Satisfactory
Qatar,2012,Male,15-24 year olds,Percent,98.68559,High,Satisfactory,Qatar - Satisfactory
Qatar,2013,Male,15-24 year olds,Percent,98.82147,High,Satisfactory,Qatar - Satisfactory
Qatar,2014,Male,15-24 year olds,Percent,98.38078,High,Satisfactory,Qatar - Satisfactory
Qatar,2015,Male,15-24 year olds,Percent,98.24708,High,Satisfactory,Qatar - Satisfactory
Qatar,1997,Female,15-24 year olds,Percent,95.80931,High,Satisfactory,Qatar - Satisfactory
Qatar,2004,Female,15-24 year olds,Percent,97.54001,High,Satisfactory,Qatar - Satisfactory
Qatar,2007,Female,15-24 year olds,Percent,98.96525,High,Satisfactory,Qatar - Satisfactory
Qatar,2008,Female,15-24 year olds,Percent,96.88498,High,Satisfactory,Qatar - Satisfactory
Qatar,2009,Female,15-24 year olds,Percent,97.94622,High,Satisfactory,Qatar - Satisfactory
Qatar,2010,Female,15-24 year olds,Percent,98.26115,High,Satisfactory,Qatar - Satisfactory
Qatar,2011,Female,15-24 year olds,Percent,98.74933,High,Satisfactory,Qatar - Satisfactory
Qatar,2012,Female,15-24 year olds,Percent,99.83464,High,Satisfactory,Qatar - Satisfactory
Qatar,2013,Female,15-24 year olds,Percent,99.33438,High,Satisfactory,Qatar - Satisfactory
Qatar,2014,Female,15-24 year olds,Percent,99.64683,High,Satisfactory,Qatar - Satisfactory
Qatar,2015,Female,15-24 year olds,Percent,99.72827,High,Satisfactory,Qatar - Satisfactory
Qatar,1986,Female,15-24 year olds,Percent,91.23052,High,Satisfactory,Qatar - Satisfactory
Qatar,1986,All genders,15-24 year olds,Percent,89.54293,High,Satisfactory,Qatar - Satisfactory
Qatar,1997,All genders,15-24 year olds,Percent,94.79075,High,Satisfactory,Qatar - Satisfactory
Qatar,2004,All genders,15-24 year olds,Percent,95.92071,High,Satisfactory,Qatar - Satisfactory
Qatar,2007,All genders,15-24 year olds,Percent,99.0601,High,Satisfactory,Qatar - Satisfactory
Qatar,2008,All genders,15-24 year olds,Percent,95.68699,High,Satisfactory,Qatar - Satisfactory
Qatar,2009,All genders,15-24 year olds,Percent,97.75925,High,Satisfactory,Qatar - Satisfactory
Qatar,2010,All genders,15-24 year olds,Percent,96.82016,High,Satisfactory,Qatar - Satisfactory
Qatar,2011,All genders,15-24 year olds,Percent,97.87751,High,Satisfactory,Qatar - Satisfactory
Qatar,2012,All genders,15-24 year olds,Percent,99.06457,High,Satisfactory,Qatar - Satisfactory
Qatar,2013,All genders,15-24 year olds,Percent,98.96033,High,Satisfactory,Qatar - Satisfactory
Qatar,2014,All genders,15-24 year olds,Percent,98.71272,High,Satisfactory,Qatar - Satisfactory
Qatar,2015,All genders,15-24 year olds,Percent,98.60731,High,Satisfactory,Qatar - Satisfactory
Réunion,1982,All genders,15-24 year olds,Percent,95.6645,High,Satisfactory,Réunion - Satisfactory
Réunion,1994,All genders,15-24 year olds,Percent,98.65142,High,Satisfactory,Réunion - Satisfactory
Réunion,2004,All genders,15-24 year olds,Percent,98.66419,High,Satisfactory,Réunion - Satisfactory
Réunion,2014,All genders,15-24 year olds,Percent,99.82759,High,Satisfactory,Réunion - Satisfactory
Réunion,2015,All genders,15-24 year olds,Percent,99.84441,High,Satisfactory,Réunion - Satisfactory
Réunion,1982,Female,15-24 year olds,Percent,97.51996,High,Satisfactory,Réunion - Satisfactory
Réunion,1994,Female,15-24 year olds,Percent,99.33892,High,Satisfactory,Réunion - Satisfactory
Réunion,2004,Female,15-24 year olds,Percent,99.34436,High,Satisfactory,Réunion - Satisfactory
Réunion,2014,Female,15-24 year olds,Percent,99.93624,High,Satisfactory,Réunion - Satisfactory
Réunion,2015,Female,15-24 year olds,Percent,99.94341,High,Satisfactory,Réunion - Satisfactory
Réunion,2015,Male,15-24 year olds,Percent,99.74919,High,Satisfactory,Réunion - Satisfactory
Réunion,1982,Male,15-24 year olds,Percent,93.79718,High,Satisfactory,Réunion - Satisfactory
Réunion,1994,Male,15-24 year olds,Percent,97.96234,High,Satisfactory,Réunion - Satisfactory
Réunion,2004,Male,15-24 year olds,Percent,97.98151,High,Satisfactory,Réunion - Satisfactory
Réunion,2014,Male,15-24 year olds,Percent,99.72244,High,Satisfactory,Réunion - Satisfactory
Romania,2011,All genders,15-24 year olds,Percent,98.99569,High,Satisfactory,Romania - Satisfactory
Romania,2015,All genders,15-24 year olds,Percent,99.30361,High,Satisfactory,Romania - Satisfactory
Romania,1992,Male,15-24 year olds,Percent,99.18007,High,Satisfactory,Romania - Satisfactory
Romania,2002,Male,15-24 year olds,Percent,97.74423,High,Satisfactory,Romania - Satisfactory
Romania,2011,Male,15-24 year olds,Percent,99.01409,High,Satisfactory,Romania - Satisfactory
Romania,2015,Male,15-24 year olds,Percent,99.3034,High,Satisfactory,Romania - Satisfactory
Romania,1992,Female,15-24 year olds,Percent,99.03209,High,Satisfactory,Romania - Satisfactory
Romania,1992,All genders,15-24 year olds,Percent,99.10746,High,Satisfactory,Romania - Satisfactory
Romania,2002,All genders,15-24 year olds,Percent,97.76149,High,Satisfactory,Romania - Satisfactory
Romania,2002,Female,15-24 year olds,Percent,97.77952,High,Satisfactory,Romania - Satisfactory
Romania,2011,Female,15-24 year olds,Percent,98.97622,High,Satisfactory,Romania - Satisfactory
Romania,2015,Female,15-24 year olds,Percent,99.30384,High,Satisfactory,Romania - Satisfactory
Russian Federation,1989,Female,15-24 year olds,Percent,99.74946,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2002,Female,15-24 year olds,Percent,99.77128,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2010,Female,15-24 year olds,Percent,99.75802,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2015,Female,15-24 year olds,Percent,99.75244,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,1989,Male,15-24 year olds,Percent,99.69101,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2002,Male,15-24 year olds,Percent,99.67908,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2010,Male,15-24 year olds,Percent,99.66278,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2015,Male,15-24 year olds,Percent,99.65709,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,1989,All genders,15-24 year olds,Percent,99.7196,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2002,All genders,15-24 year olds,Percent,99.7246,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2010,All genders,15-24 year olds,Percent,99.7096,High,Satisfactory,Russian Federation - Satisfactory
Russian Federation,2015,All genders,15-24 year olds,Percent,99.70353,High,Satisfactory,Russian Federation - Satisfactory
Rwanda,1978,All genders,15-24 year olds,Percent,52.26193,Medium,Satisfactory,Rwanda - Satisfactory
Rwanda,1991,All genders,15-24 year olds,Percent,74.89654,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2000,All genders,15-24 year olds,Percent,77.62033,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2010,All genders,15-24 year olds,Percent,77.34463,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2012,All genders,15-24 year olds,Percent,82.33075,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2015,All genders,15-24 year olds,Percent,85.03122,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2015,Male,15-24 year olds,Percent,83.01212,High,Satisfactory,Rwanda - Satisfactory
Rwanda,1978,Male,15-24 year olds,Percent,59.6562,Medium,Satisfactory,Rwanda - Satisfactory
Rwanda,1991,Male,15-24 year olds,Percent,79.36727,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2000,Male,15-24 year olds,Percent,78.52217,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2010,Male,15-24 year olds,Percent,76.65858,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2012,Male,15-24 year olds,Percent,81.12005,High,Satisfactory,Rwanda - Satisfactory
Rwanda,1978,Female,15-24 year olds,Percent,44.69159,Medium,Satisfactory,Rwanda - Satisfactory
Rwanda,1991,Female,15-24 year olds,Percent,74.24579,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2000,Female,15-24 year olds,Percent,76.86258,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2010,Female,15-24 year olds,Percent,77.97246,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2012,Female,15-24 year olds,Percent,83.48739,High,Satisfactory,Rwanda - Satisfactory
Rwanda,2015,Female,15-24 year olds,Percent,86.99488,High,Satisfactory,Rwanda - Satisfactory
Saint Pierre and Miquelon,1982,Male,15-24 year olds,Percent,99.46996,High,Satisfactory,Saint Pierre and Miquelon - Satisfactory
Saint Pierre and Miquelon,1982,All genders,15-24 year olds,Percent,99.45405,High,Satisfactory,Saint Pierre and Miquelon - Satisfactory
Saint Pierre and Miquelon,1982,Female,15-24 year olds,Percent,99.43715,High,Satisfactory,Saint Pierre and Miquelon - Satisfactory
Samoa,1991,All genders,15-24 year olds,Percent,99.04444,High,Satisfactory,Samoa - Satisfactory
Samoa,2004,All genders,15-24 year olds,Percent,99.38381,High,Satisfactory,Samoa - Satisfactory
Samoa,2011,All genders,15-24 year olds,Percent,99.23566,High,Satisfactory,Samoa - Satisfactory
Samoa,2015,All genders,15-24 year olds,Percent,99.16025,High,Satisfactory,Samoa - Satisfactory
Samoa,1991,Female,15-24 year olds,Percent,98.95,High,Satisfactory,Samoa - Satisfactory
Samoa,2004,Female,15-24 year olds,Percent,99.44086,High,Satisfactory,Samoa - Satisfactory
Samoa,2011,Female,15-24 year olds,Percent,99.45804,High,Satisfactory,Samoa - Satisfactory
Samoa,2015,Female,15-24 year olds,Percent,99.44846,High,Satisfactory,Samoa - Satisfactory
Samoa,1991,Male,15-24 year olds,Percent,99.12,High,Satisfactory,Samoa - Satisfactory
Samoa,2004,Male,15-24 year olds,Percent,99.33326,High,Satisfactory,Samoa - Satisfactory
Samoa,2011,Male,15-24 year olds,Percent,99.02962,High,Satisfactory,Samoa - Satisfactory
Samoa,2015,Male,15-24 year olds,Percent,98.90177,High,Satisfactory,Samoa - Satisfactory
Sao Tome and Principe,1981,Male,15-24 year olds,Percent,90.81989,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,1991,Male,15-24 year olds,Percent,95.80854,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2001,Male,15-24 year olds,Percent,95.97399,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2008,Male,15-24 year olds,Percent,83.05633,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2012,Male,15-24 year olds,Percent,97.12077,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2015,Male,15-24 year olds,Percent,97.44244,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,1981,Female,15-24 year olds,Percent,74.05767,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,1991,Female,15-24 year olds,Percent,91.85258,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2001,Female,15-24 year olds,Percent,94.85257,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2008,Female,15-24 year olds,Percent,77.33728,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2012,Female,15-24 year olds,Percent,96.35088,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2015,Female,15-24 year olds,Percent,97.20093,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,1981,All genders,15-24 year olds,Percent,82.39922,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,1991,All genders,15-24 year olds,Percent,93.84996,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2001,All genders,15-24 year olds,Percent,95.41546,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2008,All genders,15-24 year olds,Percent,80.20316,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2012,All genders,15-24 year olds,Percent,96.7384,High,Satisfactory,Sao Tome and Principe - Satisfactory
Sao Tome and Principe,2015,All genders,15-24 year olds,Percent,97.32265,High,Satisfactory,Sao Tome and Principe - Satisfactory
Saudi Arabia,1992,Male,15-24 year olds,Percent,93.96331,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2000,Male,15-24 year olds,Percent,98.07428,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2004,Male,15-24 year olds,Percent,96.95305,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2013,Male,15-24 year olds,Percent,99.30072,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2015,Male,15-24 year olds,Percent,99.38769,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2004,Female,15-24 year olds,Percent,94.67571,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2013,Female,15-24 year olds,Percent,99.13699,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2015,Female,15-24 year olds,Percent,99.31405,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,1992,All genders,15-24 year olds,Percent,87.85561,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2000,All genders,15-24 year olds,Percent,95.91316,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2004,All genders,15-24 year olds,Percent,95.84969,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2013,All genders,15-24 year olds,Percent,99.22177,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2015,All genders,15-24 year olds,Percent,99.35105,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,1992,Female,15-24 year olds,Percent,81.07383,High,Satisfactory,Saudi Arabia - Satisfactory
Saudi Arabia,2000,Female,15-24 year olds,Percent,93.71306,High,Satisfactory,Saudi Arabia - Satisfactory
Senegal,2015,Male,15-24 year olds,Percent,75.91287,High,Satisfactory,Senegal - Satisfactory
Senegal,1988,Female,15-24 year olds,Percent,28.03475,Low,Needs Improvement,Senegal - Needs Improvement
Senegal,2002,Female,15-24 year olds,Percent,40.96837,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2006,Female,15-24 year olds,Percent,44.54016,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2009,Female,15-24 year olds,Percent,56.19144,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2011,Female,15-24 year olds,Percent,58.99902,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2013,Female,15-24 year olds,Percent,50.96893,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2015,Female,15-24 year olds,Percent,63.56728,Medium,Satisfactory,Senegal - Satisfactory
Senegal,1988,Male,15-24 year olds,Percent,49.1273,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2002,Male,15-24 year olds,Percent,58.48508,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2006,Male,15-24 year olds,Percent,58.12517,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2009,Male,15-24 year olds,Percent,74.20335,High,Satisfactory,Senegal - Satisfactory
Senegal,2011,Male,15-24 year olds,Percent,73.96651,High,Satisfactory,Senegal - Satisfactory
Senegal,2013,Male,15-24 year olds,Percent,61.11376,Medium,Satisfactory,Senegal - Satisfactory
Senegal,1988,All genders,15-24 year olds,Percent,37.8661,Low,Needs Improvement,Senegal - Needs Improvement
Senegal,2002,All genders,15-24 year olds,Percent,49.12449,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2006,All genders,15-24 year olds,Percent,50.85166,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2009,All genders,15-24 year olds,Percent,65.01491,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2011,All genders,15-24 year olds,Percent,66.03274,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2013,All genders,15-24 year olds,Percent,55.89594,Medium,Satisfactory,Senegal - Satisfactory
Senegal,2015,All genders,15-24 year olds,Percent,69.76133,Medium,Satisfactory,Senegal - Satisfactory
Serbia,2011,All genders,15-24 year olds,Percent,99.30869,High,Satisfactory,Serbia - Satisfactory
Serbia,2015,All genders,15-24 year olds,Percent,98.49896,High,Satisfactory,Serbia - Satisfactory
Serbia,2003,Female,15-24 year olds,Percent,99.3177235838256,High,Satisfactory,Serbia - Satisfactory
Serbia,2011,Female,15-24 year olds,Percent,99.26991,High,Satisfactory,Serbia - Satisfactory
Serbia,2015,Female,15-24 year olds,Percent,98.39763,High,Satisfactory,Serbia - Satisfactory
Serbia,2003,All genders,15-24 year olds,Percent,99.3567970795969,High,Satisfactory,Serbia - Satisfactory
Serbia,2003,Male,15-24 year olds,Percent,99.394269168359,High,Satisfactory,Serbia - Satisfactory
Serbia,2011,Male,15-24 year olds,Percent,99.34544,High,Satisfactory,Serbia - Satisfactory
Serbia,2015,Male,15-24 year olds,Percent,98.59415,High,Satisfactory,Serbia - Satisfactory
Seychelles,1987,All genders,15-24 year olds,Percent,97.64999,High,Satisfactory,Seychelles - Satisfactory
Seychelles,1994,All genders,15-24 year olds,Percent,98.81331,High,Satisfactory,Seychelles - Satisfactory
Seychelles,1987,Female,15-24 year olds,Percent,98.46447,High,Satisfactory,Seychelles - Satisfactory
Seychelles,1994,Female,15-24 year olds,Percent,99.13843,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2002,Female,15-24 year olds,Percent,99.37438,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2010,Female,15-24 year olds,Percent,99.38308,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2015,Female,15-24 year olds,Percent,99.55322,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2002,All genders,15-24 year olds,Percent,99.06477,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2010,All genders,15-24 year olds,Percent,98.97134,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2015,All genders,15-24 year olds,Percent,99.05023,High,Satisfactory,Seychelles - Satisfactory
Seychelles,1987,Male,15-24 year olds,Percent,96.80686,High,Satisfactory,Seychelles - Satisfactory
Seychelles,1994,Male,15-24 year olds,Percent,98.49398,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2002,Male,15-24 year olds,Percent,98.7706,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2010,Male,15-24 year olds,Percent,98.58672,High,Satisfactory,Seychelles - Satisfactory
Seychelles,2015,Male,15-24 year olds,Percent,98.57663,High,Satisfactory,Seychelles - Satisfactory
Sierra Leone,2004,All genders,15-24 year olds,Percent,47.92761,Medium,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2014,All genders,15-24 year olds,Percent,65.72057,Medium,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2015,All genders,15-24 year olds,Percent,67.3747,Medium,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2004,Female,15-24 year olds,Percent,37.35752,Low,Needs Improvement,Sierra Leone - Needs Improvement
Sierra Leone,2014,Female,15-24 year olds,Percent,57.19993,Medium,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2015,Female,15-24 year olds,Percent,59.16805,Medium,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2004,Male,15-24 year olds,Percent,59.61425,Medium,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2014,Male,15-24 year olds,Percent,74.46222,High,Satisfactory,Sierra Leone - Satisfactory
Sierra Leone,2015,Male,15-24 year olds,Percent,75.79039,High,Satisfactory,Sierra Leone - Satisfactory
Singapore,1980,Male,15-24 year olds,Percent,96.40878,High,Satisfactory,Singapore - Satisfactory
Singapore,1990,Male,15-24 year olds,Percent,98.85512,High,Satisfactory,Singapore - Satisfactory
Singapore,2000,Male,15-24 year olds,Percent,99.40999,High,Satisfactory,Singapore - Satisfactory
Singapore,2010,Male,15-24 year olds,Percent,99.73789,High,Satisfactory,Singapore - Satisfactory
Singapore,2011,Male,15-24 year olds,Percent,99.88404,High,Satisfactory,Singapore - Satisfactory
Singapore,2012,Male,15-24 year olds,Percent,99.84785,High,Satisfactory,Singapore - Satisfactory
Singapore,2013,Male,15-24 year olds,Percent,99.88563,High,Satisfactory,Singapore - Satisfactory
Singapore,2014,Male,15-24 year olds,Percent,99.89716,High,Satisfactory,Singapore - Satisfactory
Singapore,2015,Male,15-24 year olds,Percent,99.90945,High,Satisfactory,Singapore - Satisfactory
Singapore,1980,Female,15-24 year olds,Percent,96.15954,High,Satisfactory,Singapore - Satisfactory
Singapore,1990,Female,15-24 year olds,Percent,99.08436,High,Satisfactory,Singapore - Satisfactory
Singapore,2000,Female,15-24 year olds,Percent,99.60451,High,Satisfactory,Singapore - Satisfactory
